1.17,12.4,7.7,9.3,7.6,632.0
1.17,12.4,7.7,9.4,7.6,632.0
1.17,12.4,7.7,9.4,7.6,632.0
1.17,12.4,7.6,9.4,7.6,633.0
1.16,12.0,7.6,9.4,7.6,634.0
1.16,12.0,7.7,9.4,7.6,634.0
1.16,12.0,7.6,9.4,7.6,635.0
1.16,12.0,7.6,9.4,7.6,636.0
1.16,12.0,7.6,9.4,7.6,634.0
1.16,12.0,7.6,9.4,7.6,635.0
1.16,12.0,7.5,9.4,7.6,636.0
1.16,12.0,7.6,9.4,7.6,635.0
1.15,11.6,7.6,9.4,7.6,637.0
1.15,11.6,7.5,9.4,7.6,638.0
1.15,11.6,7.6,9.4,7.6,638.0
1.15,11.6,7.5,9.4,7.6,637.0
1.15,11.6,7.5,9.5,7.6,637.0
1.15,11.6,7.5,9.4,7.6,638.0
1.15,11.6,7.5,9.4,7.6,639.0
1.14,11.2,7.5,9.4,7.6,638.0
1.14,11.2,7.5,9.4,7.6,639.0
1.14,11.2,7.5,9.5,7.6,639.0
1.14,11.2,7.4,9.4,7.6,639.0
1.14,11.2,7.4,9.4,7.6,640.0
1.13,10.9,7.4,9.4,7.6,641.0
1.13,10.9,7.3,9.4,7.6,640.0
1.13,10.9,7.3,9.4,7.6,641.0
1.13,10.9,7.3,9.4,7.6,641.0
1.13,10.9,7.3,9.4,7.6,641.0
1.13,10.9,7.1,9.5,7.6,642.0
1.13,10.9,7.1,9.4,7.6,642.0
1.12,10.5,7.0,9.4,7.6,642.0
1.12,10.5,7.0,9.4,7.6,642.0
1.12,10.5,7.0,9.5,7.6,643.0
1.12,10.5,7.0,9.5,7.6,643.0
1.12,10.5,6.9,9.5,7.6,643.0
1.12,10.5,6.9,9.6,7.6,643.0
1.12,10.5,6.9,9.6,7.5,645.0
1.12,10.5,6.9,9.7,7.6,644.0
1.12,10.5,6.9,9.7,7.5,645.0
1.12,10.5,6.9,9.8,7.6,645.0
1.12,10.5,7.0,9.9,7.6,645.0
1.12,10.5,7.0,10.0,7.6,645.0
1.12,10.5,7.0,10.1,7.6,645.0
1.11,10.1,7.1,10.2,7.6,646.0
1.11,10.1,7.2,10.3,7.6,646.0
1.11,10.1,7.2,10.4,7.6,646.0
1.11,10.1,7.3,10.5,7.7,645.0
1.11,10.1,7.4,10.5,7.7,645.0
1.11,10.1,7.4,10.7,7.7,645.0
1.11,10.1,7.6,10.7,7.7,646.0
1.11,10.1,7.7,10.8,7.7,645.0
1.11,10.1,7.8,10.8,7.8,645.0
1.11,10.1,7.9,10.9,7.8,646.0
1.11,10.1,8.1,11.0,7.8,645.0
1.11,10.1,8.0,11.0,7.8,646.0
1.11,10.1,8.1,11.1,7.8,646.0
1.11,10.1,8.2,11.1,7.8,647.0
1.1,9.78,8.2,11.1,7.9,647.0
1.1,9.78,8.3,11.2,7.9,646.0
1.1,9.78,8.4,11.2,7.9,646.0
1.1,9.78,8.4,11.2,7.9,646.0
1.1,9.78,8.4,11.2,7.9,646.0
1.1,9.78,8.4,11.2,7.9,647.0
1.1,9.78,8.4,11.2,7.9,647.0
1.1,9.78,8.3,11.1,7.9,647.0
1.1,9.78,8.3,11.1,7.9,648.0
1.1,9.78,8.2,11.0,7.9,648.0
1.1,9.78,8.2,10.9,7.9,649.0
1.1,9.78,8.2,10.8,7.9,648.0
1.09,9.44,8.1,10.8,7.9,648.0
1.1,9.78,8.0,10.6,7.9,649.0
1.09,9.43,7.9,10.6,7.9,650.0
1.09,9.43,7.9,10.5,7.8,650.0
1.09,9.43,7.8,10.4,7.8,651.0
1.09,9.43,7.7,10.3,7.8,651.0
1.09,9.43,7.6,10.2,7.8,651.0
1.09,9.43,7.5,10.2,7.8,652.0
1.09,9.43,7.4,10.1,7.8,652.0
1.09,9.43,7.4,10.0,7.7,654.0
1.09,9.43,7.3,9.9,7.7,654.0
1.09,9.43,7.2,9.9,7.7,654.0
1.09,9.43,7.2,9.8,7.7,655.0
1.08,9.1,7.1,9.8,7.7,656.0
1.08,9.09,7.0,9.8,7.7,657.0
1.08,9.09,7.0,9.7,7.6,657.0
1.08,9.09,7.0,9.7,7.6,656.0
1.08,9.09,6.9,9.7,7.6,657.0
1.08,9.09,6.9,9.7,7.6,658.0
1.08,9.09,6.9,9.6,7.6,657.0
1.08,9.09,6.8,9.7,7.6,659.0
1.08,9.09,6.8,9.6,7.6,659.0
1.07,8.76,6.8,9.6,7.6,659.0
1.07,8.76,6.7,9.6,7.6,659.0
1.07,8.76,6.7,9.6,7.6,658.0
1.07,8.76,6.7,9.6,7.6,658.0
1.07,8.76,6.7,9.6,7.6,659.0
1.07,8.76,6.6,9.6,7.6,660.0
1.07,8.76,6.6,9.6,7.6,659.0
1.07,8.76,6.6,9.6,7.6,659.0
1.07,8.76,6.6,9.6,7.6,660.0
1.07,8.76,6.5,9.6,7.5,661.0
1.07,8.76,6.5,9.6,7.5,661.0
1.06,8.44,6.5,9.6,7.5,660.0
1.06,8.44,6.5,9.6,7.5,661.0
1.06,8.44,6.5,9.6,7.5,661.0
1.06,8.44,6.5,9.6,7.5,662.0
1.06,8.44,6.5,9.7,7.5,661.0
1.06,8.44,6.4,9.7,7.5,662.0
1.06,8.44,6.4,9.6,7.5,661.0
1.06,8.44,6.4,9.7,7.5,662.0
1.06,8.44,6.4,9.7,7.5,663.0
1.06,8.44,6.4,9.7,7.5,663.0
1.06,8.44,6.4,9.6,7.6,663.0
1.06,8.44,6.5,9.7,7.6,662.0
1.06,8.44,6.5,9.7,7.5,662.0
1.06,8.44,6.6,9.7,7.5,664.0
1.06,8.44,6.5,9.7,7.5,663.0
1.05,8.12,6.6,9.7,7.5,664.0
1.05,8.12,6.6,9.7,7.6,664.0
1.05,8.12,6.6,9.7,7.6,664.0
1.05,8.12,6.8,9.7,7.6,665.0
1.05,8.12,6.8,9.7,7.6,664.0
1.05,8.12,6.8,9.7,7.6,665.0
1.05,8.12,6.9,9.7,7.6,664.0
1.05,8.12,6.9,9.7,7.6,665.0
1.05,8.12,7.0,9.7,7.6,665.0
1.05,8.12,7.0,9.7,7.6,665.0
1.05,8.12,7.1,9.7,7.6,666.0
1.05,8.12,7.1,9.7,7.6,665.0
1.05,8.12,7.2,9.7,7.6,665.0
1.05,8.12,7.2,9.7,7.6,666.0
1.05,8.12,7.3,9.7,7.6,666.0
1.04,7.81,7.3,9.8,7.7,667.0
1.04,7.81,7.4,9.8,7.7,666.0
1.04,7.81,7.4,9.9,7.7,666.0
1.04,7.81,7.5,10.0,7.7,664.0
1.04,7.81,7.6,10.1,7.7,662.0
1.04,7.81,7.6,10.2,7.7,663.0
1.04,7.81,7.7,10.3,7.8,664.0
1.04,7.81,7.8,10.4,7.8,667.0
1.04,7.81,7.9,10.5,7.8,666.0
1.04,7.81,7.9,10.5,7.8,666.0
1.04,7.81,8.0,10.6,7.8,656.0
1.04,7.81,8.0,10.7,7.8,666.0
1.04,7.81,8.0,10.8,7.9,665.0
1.04,7.81,8.1,10.8,7.9,666.0
1.04,7.81,8.1,10.8,7.9,666.0
1.04,7.81,8.1,10.8,7.9,666.0
